YEAR,MAKE,MODEL,VEHICLE CLASS,ENGINE SIZE,CYLINDERS,TRANSMISSION,FUEL,FUEL CONSUMPTION,HWY (L/100 km),COMB (L/100 km),COMB (mpg),EMISSIONS
2002,PONTIAC,GRAND PRIX,MID-SIZE,3.1,6,A4,X,11.7,7.6,9.9,29,228
2015,CHEVROLET,CAMARO Z/28,COMPACT,6.2,8,M6,Z,18.1,12.3,15.5,18,357
2002,BMW,525i TOURING,STATION WAGON - SMALL,2.5,6,M5,Z,12.6,8.2,10.6,27,244
2006,MERCEDES-BENZ,MAYBACH 57 TURBO,FULL-SIZE,5.5,12,A5,Z,19.6,12.5,16.4,17,377
2015,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37,175
2007,LAMBORGHINI,GALLARDO,TWO-SEATER,5.0,10,M6,Z,20.4,12.1,16.7,17,384
2001,CHEVROLET,C1500 SILVERADO,PICKUP TRUCK - STANDARD,5.3,8,A4,X,15.8,11.8,14.0,20,322
2003,NISSAN,FRONTIER,PICKUP TRUCK - STANDARD,2.4,4,M5,X,10.7,8.5,9.7,29,223
2007,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.3,6,A4,X,15.0,11.3,13.3,21,306
2019,Chevrolet,Camaro SS,Subcompact,6.2,8,AS10,Z,14.5,8.8,12.0,24,279
2016,VOLKSWAGEN,JETTA,COMPACT,2.0,4,M6,X,10.1,7.2,8.8,32,207
2007,GMC,SAVANA CARGO FFV,VAN - CARGO,5.3,8,A4,X,15.2,10.5,13.1,22,301
2018,Chevrolet,Silverado,Pickup truck: Standard,6.2,8,A8,Z,15.9,11.2,13.8,20,324
2020,Kia,Sportage,SUV: Small,2.4,4,AS6,X,10.1,7.6,9.0,31,214
2004,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,3.0,6,AS4,Z,11.7,7.8,9.9,29,228
2017,VOLVO,XC90 T6 AWD,SUV - STANDARD,2.0,4,AS8,Z,11.5,9.6,10.6,27,249
2016,CHEVROLET,CITY EXPRESS,SPECIAL PURPOSE VEHICLE,2.0,4,AV,X,9.7,9.0,9.4,30,220
2013,CADILLAC,ATS,COMPACT,2.0,4,M6,Z,10.6,6.7,8.8,32,202
2002,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.6,6,M6,Z,13.8,9.1,11.7,24,269
2015,JEEP,COMPASS 4X4,SUV - SMALL,2.4,4,M5,X,10.6,8.6,9.7,29,223
2012,BUICK,LACROSSE,MID-SIZE,3.6,6,AS6,X,12.1,7.3,9.9,29,228
2016,JEEP,WRANGLER UNLIMITED 4X4,SUV - SMALL,3.6,6,A5,X,14.8,11.7,13.4,21,314
2005,HONDA,ACCORD,MID-SIZE,2.4,4,M5,X,9.0,6.4,7.8,36,179
2016,JAGUAR,F-TYPE PROJECT 7 CONVERTIBLE,TWO-SEATER,5.0,8,AS8,Z,15.0,10.2,12.8,22,302
2007,INFINITI,G35 COUPE,SUBCOMPACT,3.5,6,AS5,Z,12.9,8.7,11.0,26,253
2016,VOLVO,V60 T5 AWD,STATION WAGON - SMALL,2.5,5,AS6,X,11.6,8.2,10.1,28,233
2014,CADILLAC,XTS,FULL-SIZE,3.6,6,AS6,X,12.1,7.2,9.9,29,228
2007,NISSAN,SENTRA,MID-SIZE,2.0,4,M6,X,8.3,6.4,7.5,38,172
2003,CHEVROLET,TRACKER VAN 4X4,SUV,2.0,4,A4,X,10.3,8.3,9.4,30,216
2022,GMC,Sierra FFV,Pickup truck: Standard,5.3,8,A6,X,16.2,12.3,14.5,19,341
2021,Dodge,Challenger SRT Hellcat,Mid-size,6.2,8,A8,Z,17.6,10.7,14.5,19,339
2011,INFINITI,M56x,MID-SIZE,5.6,8,AS7,Z,13.4,8.5,11.2,25,258
2021,Porsche,718 Boxster S,Two-seater,2.5,4,AM7,Z,12.2,9.2,10.9,26,255
2017,MINI,COOPER CONVERTIBLE,MINICOMPACT,1.5,3,AS6,Z,8.8,6.8,7.9,36,184
2022,Chevrolet,Silverado 4WD Mud Terrain Tire (No DFM),Pickup truck: Standard,5.3,8,A10,X,18.1,13.8,16.2,17,381
2012,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,4.8,8,A4,E,20.3,14.2,17.5,16,280
2003,CHEVROLET,TRAILBLAZER EXT 4X4,SUV,4.2,6,A4,X,15.7,10.5,13.4,21,308
2008,JAGUAR,XK CONVERTIBLE,MINICOMPACT,4.2,8,A6,Z,13.1,8.0,10.8,26,248
2009,FERRARI,F430 SPIDER,TWO-SEATER,4.3,8,AS6,Z,19.0,12.4,16.0,18,368
2009,PONTIAC,SOLSTICE TURBO,TWO-SEATER,2.0,4,M5,Z,10.8,6.9,9.0,31,207
2008,ACURA,CSX,COMPACT,2.0,4,AS5,X,9.5,6.5,8.1,35,186
2020,Toyota,RAV4 AWD TRD Off-Road,SUV: Small,2.5,4,AS8,X,9.5,7.5,8.6,33,200
2016,CHEVROLET,SONIC,COMPACT,1.4,4,AS6,X,9.0,6.8,8.0,35,188
2008,DODGE,MAGNUM SRT8,SUV,6.1,8,AS5,Z,16.5,10.9,14.0,20,322
2000,DAEWOO,LANOS,SUBCOMPACT,1.5,4,M5,X,9.0,5.9,7.6,37,175
2012,SUZUKI,SX4 SEDAN,COMPACT,2.0,4,M6,X,9.0,6.0,7.6,37,175
2015,VOLKSWAGEN,CC,COMPACT,2.0,4,M6,Z,11.4,7.4,9.6,29,221
2016,CHEVROLET,EQUINOX,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,285
2017,MERCEDES-BENZ,AMG S 65 COUPE,COMPACT,6.0,12,AS7,Z,18.7,11.6,15.5,18,365
2009,CHEVROLET,HHR FFV,SUV,2.4,4,A4,E,13.8,9.5,11.8,24,189
2014,CHEVROLET,EQUINOX AWD,SUV - SMALL,3.6,6,A6,X,13.2,8.4,11.0,26,253
2006,SAAB,9-3 SPORTCOMBI TURBO,STATION WAGON - SMALL,2.0,4,AS5,Z,10.8,6.9,9.0,31,207
2011,MAZDA,MAZDASPEED3,MID-SIZE,2.3,4,M6,Z,11.5,8.0,9.9,29,228
2004,CHEVROLET,MONTE CARLO,MID-SIZE,3.4,6,A4,X,11.0,6.7,9.1,31,209
2019,Toyota,Tacoma 4WD,Pickup truck: Small,3.5,6,AS6,X,13.0,10.5,11.9,24,278
2010,CHEVROLET,HHR,SUV,2.2,4,M5,X,9.2,6.1,7.8,36,179
2019,Chevrolet,Suburban 4WD,SUV: Standard,6.2,8,A10,Z,17.1,11.3,14.5,19,340
2018,MINI,Cooper 3 Door,Subcompact,1.5,3,AS6,Z,8.7,6.8,7.9,36,184
2006,BMW,X3,SUV,2.5,6,A5,Z,14.1,9.2,11.9,24,274
2016,GMC,TERRAIN,SUV - SMALL,3.6,6,A6,X,14.2,9.5,12.1,23,285
2015,BMW,ACTIVEHYBRID 7L,FULL-SIZE,3.0,6,AS8,Z,10.6,7.7,9.3,30,214
2005,CHRYSLER,SEBRING CONVERTIBLE,COMPACT,2.7,6,AS4,X,11.1,7.7,9.6,29,221
2021,Subaru,WRX STI AWD,Compact,2.5,4,M6,Z,14.4,10.8,12.8,22,301
2010,VOLKSWAGEN,PASSAT WAGON 4MOTION,STATION WAGON - MID-SIZE,3.6,6,AS6,Z,12.7,8.3,10.7,26,246
2004,SAAB,9-3 LINEAR TURBO,COMPACT,2.0,4,AS5,X,11.1,7.4,9.4,30,216
2003,BMW,325Ci,SUBCOMPACT,2.5,6,A5,Z,11.6,7.7,9.8,29,225
2011,LAND ROVER,RANGE ROVER SPORT HSE,SUV,5.0,8,A6,Z,16.9,11.2,14.3,20,329
2015,INFINITI,Q60,SUBCOMPACT,3.7,6,AS7,Z,12.4,8.7,10.7,26,246
2019,Ford,Mustang (Performance Pkg),Subcompact,2.3,4,M6,X,11.8,8.7,10.4,27,244
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),SUV - SMALL,3.6,6,A5,X,13.2,10.0,11.7,24,269
2017,FIAT,500 ABARTH CABRIO,MINICOMPACT,1.4,4,A6,X,9.7,7.4,8.7,32,202
2003,MITSUBISHI,GALANT,MID-SIZE,3.0,6,A4,Z,11.7,8.1,10.1,28,232
2002,MAZDA,MX-5 MIATA,TWO-SEATER,1.8,4,A4,Z,10.6,7.8,9.3,30,214
2022,BMW,X2 xDrive28i,SUV: Small,2.0,4,AS8,Z,9.9,7.6,8.8,32,207
2016,HONDA,HR-V AWD,SUV - SMALL,1.8,4,AV,X,8.8,7.2,8.1,35,190
2014,FORD,MUSTANG,SUBCOMPACT,3.7,6,M6,X,11.2,6.8,9.2,31,212
2009,CHEVROLET,SILVERADO,PICKUP TRUCK - STANDARD,6.0,8,A6,X,15.1,10.1,12.9,22,297
2007,NISSAN,MURANO,SUV,3.5,6,AV,Z,11.7,8.6,10.3,27,237
2008,DODGE,RAM 1500,PICKUP TRUCK - STANDARD,3.7,6,M6,X,13.5,10.3,12.1,23,278
2012,LEXUS,LFA,TWO-SEATER,4.8,10,AS6,Z,19.9,12.6,16.6,17,382
2016,HYUNDAI,EQUUS,FULL-SIZE,5.0,8,AS8,Z,15.8,10.2,13.3,21,312
2021,Porsche,Panamera 4S ST,Full-size,2.9,6,AM8,Z,13.8,10.2,12.2,23,292
2000,CHEVROLET,METRO,SUBCOMPACT,1.3,4,M5,X,6.4,4.9,5.7,50,131
2001,TOYOTA,TACOMA 4X4,PICKUP TRUCK - STANDARD,3.4,6,M5,X,14.0,11.0,12.6,22,290
2018,Maserati,Quattroporte SQ4,Full-size,3.0,6,AS8,Z,15.0,10.3,12.8,22,301
2004,MERCEDES-BENZ,C 240 WAGON,STATION WAGON - SMALL,2.6,6,M5,Z,13.6,8.5,11.3,25,260
2001,CHEVROLET,CAVALIER BI-FUEL,COMPACT,2.2,4,A4,X,10.3,7.1,8.9,32,205
2018,Dodge,Challenger (MDS),Mid-size,6.4,8,A8,Z,15.6,9.6,12.9,22,302
2011,BMW,X6 xDRIVE50i,SUV,4.4,8,A8,Z,15.2,9.8,12.8,22,294
2017,NISSAN,ALTIMA,MID-SIZE,3.5,6,AV7,X,10.6,7.3,9.1,31,214
2009,HUMMER,H3 4X4,SUV,3.7,5,M5,X,15.0,10.9,13.2,21,304
2007,FORD,ESCAPE 4X4,SUV,2.3,4,A4,X,11.3,8.8,10.2,28,235
2013,CHEVROLET,EXPRESS 1500 CARGO,VAN - CARGO,4.3,6,A4,X,14.1,10.1,12.3,23,283
2004,NISSAN,XTERRA V6 4X4 #,SUV,3.3,6,M5,Z,16.2,11.8,14.2,20,327
2001,DODGE,RAM 2500 VAN,VAN - CARGO,3.9,6,A3,X,17.1,13.2,15.3,18,352
2006,BMW,X5,SUV,4.4,8,A6,Z,14.8,9.9,12.6,22,290
2010,HONDA,CIVIC HYBRID,COMPACT,1.3,4,AV,X,4.7,4.3,4.5,63,104
2018,Jeep,Grand Cherokee 4X4,SUV: Standard,3.0,6,A8,D,11.2,8.5,10.0,28,268
2012,DODGE,AVENGER,MID-SIZE,2.4,4,AS6,X,10.5,6.4,8.7,32,200
2009,GMC,YUKON HYBRID,SUV,6.0,8,AV,X,9.8,9.2,9.5,30,218
2012,MERCEDES-BENZ,S 65 AMG,FULL-SIZE,6.0,12,AS5,Z,17.4,10.7,14.4,20,331
2013,CHEVROLET,TAHOE,SUV - STANDARD,5.3,8,A6,X,14.3,9.4,12.1,23,278
2000,PORSCHE,BOXSTER,TWO-SEATER,2.7,6,M5,Z,13.4,8.8,11.3,25,260
2001,VOLKSWAGEN,NEW BEETLE,SUBCOMPACT,2.0,4,M5,X,9.8,7.0,8.5,33,196
2010,VOLKSWAGEN,EOS,SUBCOMPACT,2.0,4,M6,Z,10.0,6.6,8.5,33,196
2012,FORD,ESCAPE FFV,SUV,3.0,6,A6,E,15.0,10.7,13.1,22,210
2017,CHEVROLET,CRUZE,COMPACT,1.4,4,AS6,X,7.9,5.9,7.0,40,165
2008,SUZUKI,SX4 SEDAN,COMPACT,2.0,4,M5,X,9.2,6.5,8.0,35,184
2016,FIAT,500 ABARTH HATCHBACK,MINICOMPACT,1.4,4,M5,X,8.5,6.9,7.8,36,183
2012,FORD,EDGE,SUV,3.5,6,AS6,X,11.1,7.2,9.3,30,214
2017,BMW,540i xDRIVE,MID-SIZE,3.0,6,AS8,Z,11.4,7.8,9.8,29,228
2009,MAZDA,CX-7 TURBO,SUV,2.3,4,AS6,Z,11.9,8.7,10.5,27,242
2016,MAZDA,MAZDA3 4-DOOR (SIL),COMPACT,2.0,4,M6,X,8.0,5.8,7.0,40,165
2009,CHEVROLET,MALIBU,MID-SIZE,2.4,4,A4,X,9.5,6.5,8.2,34,189
2012,MERCEDES-BENZ,S 400 HYBRID,FULL-SIZE,3.5,6,A7,Z,11.2,7.9,9.7,29,223
2011,FORD,FLEX,SUV,3.5,6,A6,X,12.6,8.4,10.7,26,246
2016,FORD,FIESTA,SUBCOMPACT,1.6,4,M5,X,8.5,6.5,7.6,37,179
2020,Mercedes-Benz,AMG C 63 S Cabriolet,Subcompact,4.0,8,A9,Z,13.9,9.7,12.0,24,282
2012,PORSCHE,911 CARRERA,MINICOMPACT,3.6,6,AS7,Z,11.1,7.3,9.4,30,216
2021,Genesis,G80 AWD,Full-size,2.5,4,AS8,Z,10.8,7.9,9.5,30,225
2005,FORD,FREESTAR WAGON,MINIVAN,4.2,6,A4,X,13.6,9.6,11.8,24,271
2000,MERCEDES-BENZ,ML 430,SUV,4.3,8,A5,Z,15.3,11.5,13.6,21,313
2016,PORSCHE,911 CARRERA CABRIOLET,MINICOMPACT,3.4,6,M7,Z,12.3,8.7,10.7,26,251
2007,CHEVROLET,SILVERADO 4X4 FFV,PICKUP TRUCK - STANDARD,5.3,8,A4,E,20.3,14.5,17.7,16,283
2003,GMC,SONOMA,PICKUP TRUCK - SMALL,4.3,6,M5,X,14.7,9.1,12.2,23,281
2006,LEXUS,IS 350,SUBCOMPACT,3.5,6,AS6,Z,10.8,7.7,9.4,30,216
2010,NISSAN,CUBE,STATION WAGON - SMALL,1.8,4,M6,X,8.1,6.6,7.4,38,170
2009,MITSUBISHI,ENDEAVOR AWD,SUV,3.8,6,AS4,X,14.2,10.3,12.4,23,285
2015,KIA,SPORTAGE AWD,SUV - SMALL,2.4,4,AS6,X,12.0,9.1,10.7,26,246
2007,DODGE,CHARGER AWD (MDS),FULL-SIZE,5.7,8,AS5,X,13.6,9.0,11.6,24,267
2013,SUZUKI,SX4 SEDAN SPORT,COMPACT,2.0,4,M6,X,9.1,6.2,7.8,36,179
2003,MERCEDES-BENZ,SLK 32 AMG,TWO-SEATER,3.2,6,A5,Z,13.6,9.7,11.8,24,271
2002,MERCEDES-BENZ,SL 500,TWO-SEATER,5.0,8,A5,Z,14.6,9.4,12.3,23,283
2015,MERCEDES-BENZ,S 65 AMG COUPE,COMPACT,6.0,12,AS7,Z,18.0,11.3,15.0,19,345
2014,MERCEDES-BENZ,E 300 4MATIC,MID-SIZE,3.5,6,AS7,Z,10.4,6.9,8.8,32,202
2011,CADILLAC,ESCALADE HYBRID 4WD,SUV,6.0,8,AV,X,10.4,8.5,9.5,30,218
2013,BMW,528i xDRIVE,MID-SIZE,2.0,4,A8,Z,9.0,6.0,7.7,37,177
2004,MERCEDES-BENZ,C 240,COMPACT,2.6,6,A5,Z,12.4,8.9,10.8,26,248
2001,CHEVROLET,S10 4X4,PICKUP TRUCK - STANDARD,4.3,6,M5,X,16.8,12.2,14.7,19,338
2012,PORSCHE,911 TURBO CABRIOLET,MINICOMPACT,3.8,6,M6,Z,13.1,8.4,10.9,26,251
2015,KIA,CADENZA,FULL-SIZE,3.3,6,AS6,X,12.7,8.4,10.7,26,246
2011,CHEVROLET,SILVERADO 4WD,PICKUP TRUCK - STANDARD,6.2,8,A6,Z,17.7,11.4,14.9,19,343
2005,DODGE,SRT-4 #,COMPACT,2.4,4,M5,X,10.8,7.2,9.2,31,212
2008,BMW,128i COUPE,SUBCOMPACT,3.0,6,M6,Z,11.2,7.0,9.3,30,214
2010,HYUNDAI,SANTA FE 4WD,SUV,3.5,6,AS6,X,10.5,7.7,9.2,31,212
2004,CHRYSLER,INTREPID,FULL-SIZE,2.7,6,A4,X,11.0,7.4,9.4,30,216
2012,KIA,RIO,COMPACT,1.6,4,M6,X,6.9,5.3,6.2,46,143
2010,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,A5,X,13.5,10.1,11.9,24,274
2017,MERCEDES-BENZ,GLC 300 4MATIC,SUV - SMALL,2.0,4,A9,Z,11.1,8.5,10.0,28,233
2015,JAGUAR,XJL AWD PORTFOLIO,FULL-SIZE,3.0,6,AS8,Z,14.7,9.6,12.5,23,288
2010,CHEVROLET,CORVETTE,TWO-SEATER,6.2,8,AS6,Z,14.3,8.1,11.5,25,264
2002,VOLKSWAGEN,PASSAT WAGON,STATION WAGON - MID-SIZE,1.8,4,M5,Z,10.7,7.0,9.0,31,207
2014,CHEVROLET,ORLANDO,SUV - SMALL,2.4,4,AS6,X,10.8,7.2,9.2,31,212
2013,FORD,FOCUS FFV,COMPACT,2.0,4,AS6,X,7.5,5.1,6.4,44,147
2018,Audi,A5 Sportback quattro,Mid-size,2.0,4,AM7,Z,10.0,7.0,8.7,32,203
2011,GMC,SIERRA 4WD,PICKUP TRUCK - STANDARD,4.3,6,A4,X,14.9,11.3,13.3,21,306
2014,HYUNDAI,TUCSON,SUV - SMALL,2.0,4,M6,X,10.0,7.2,8.7,32,200
2011,CHEVROLET,MALIBU,MID-SIZE,2.4,4,AS6,X,9.4,5.9,7.8,36,179
2017,TOYOTA,4RUNNER 4WD,SUV - STANDARD,4.0,6,AS5,X,14.3,12.0,13.3,21,310
2002,HYUNDAI,SONATA,MID-SIZE,2.4,4,A4,X,10.8,7.3,9.2,31,212
2013,DODGE,DART TURBO AERO,MID-SIZE,1.4,4,M6,X,7.3,4.8,6.1,46,140
2020,MINI,Cooper 5 Door,Subcompact,1.5,3,AM7,Z,8.3,6.4,7.5,38,174
2006,HYUNDAI,TUCSON WAGON,SUV,2.0,4,M5,X,10.6,7.9,9.4,30,216
2008,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.9,10.5,12.9,22,297
2006,DODGE,DAKOTA 4X4,PICKUP TRUCK - STANDARD,3.7,6,M6,X,14.5,10.7,12.7,22,292
2012,SUBARU,OUTBACK AWD,SUV,2.5,4,M6,X,10.6,7.4,9.2,31,212
2010,BMW,328i COUPE,SUBCOMPACT,3.0,6,M6,Z,10.8,6.9,9.0,31,207
2005,BUICK,TERRAZA,MINIVAN,3.5,6,A4,X,13.3,8.8,11.3,25,260
2002,JAGUAR,XJR #,COMPACT,4.0,8,A5,Z,14.6,9.9,12.5,23,288
2010,FORD,ESCAPE FFV,SUV,3.0,6,A6,E,15.0,10.7,13.1,22,210
2008,CHEVROLET,IMPALA FFV,FULL-SIZE,3.5,6,A4,E,14.8,9.2,12.3,23,197
2017,KIA,OPTIMA,FULL-SIZE,2.4,4,AS6,X,9.6,6.8,8.4,34,198
2010,JEEP,PATRIOT 4X2,SUV,2.0,4,M5,X,8.9,6.9,8.0,35,184
2019,Honda,Passport AWD,SUV: Small,3.5,6,A9,X,12.5,9.8,11.3,25,265
2014,MERCEDES-BENZ,C 350 COUPE,SUBCOMPACT,3.5,6,AS7,Z,10.7,7.2,9.1,31,209
2011,DODGE,JOURNEY AWD,SUV,3.6,6,AS6,X,13.0,8.4,10.9,26,251
2015,GMC,SAVANA 2500 PASSENGER FFV,VAN - PASSENGER,6.0,8,A6,E,30.3,20.5,25.9,11,414
2010,NISSAN,SENTRA,MID-SIZE,2.0,4,AV,X,7.5,5.8,6.7,42,154
2021,Subaru,Forester AWD,SUV: Small,2.5,4,AV7,X,9.0,7.2,8.2,34,192
2001,VOLKSWAGEN,GTI,COMPACT,1.8,4,M5,Z,9.6,7.0,8.4,34,193
2001,LEXUS,RX 300,SUV,3.0,6,A4,X,12.7,9.3,11.2,25,258
2009,PONTIAC,G6,COMPACT,2.4,4,AS6,X,9.4,5.9,7.8,36,179
2009,MERCEDES-BENZ,E 350 4MATIC WAGON,STATION WAGON - MID-SIZE,3.5,6,A5,Z,13.3,9.4,11.5,25,264
2008,HONDA,ELEMENT AWD,SUV,2.4,4,M5,X,11.3,8.8,10.2,28,235
2009,CHEVROLET,SILVERADO FFV,PICKUP TRUCK - STANDARD,5.3,8,A6,X,14.5,9.9,12.4,23,285
2020,Mazda,CX-9 4WD,SUV: Small,2.5,4,AS6,X,11.6,9.1,10.5,27,244
2007,SUZUKI,GRAND VITARA 4X4,SUV,2.7,6,M5,X,13.0,9.5,11.4,25,262
2016,HONDA,ACCORD COUPE,MID-SIZE,3.5,6,M6,X,12.9,8.3,10.9,26,253
2009,GMC,SIERRA 4X4,PICKUP TRUCK - STANDARD,4.8,8,A4,X,15.4,11.1,13.5,21,310
2009,CHEVROLET,EXPRESS CARGO FFV,VAN - CARGO,5.3,8,A4,E,20.9,15.5,18.5,15,296
2000,BMW,750iL,FULL-SIZE,5.4,12,A5,Z,17.3,10.8,14.4,20,331
2020,Porsche,Panamera GTS,Full-size,4.0,8,AM8,Z,14.5,10.2,12.6,22,295
2008,LEXUS,GS 350,MID-SIZE,3.5,6,AS6,Z,10.9,7.4,9.3,30,214
2013,SUBARU,XV CROSSTREK AWD,SUV - SMALL,2.0,4,M5,X,8.9,6.7,7.9,36,182
2019,BMW,M240i Coupe M Performance,Subcompact,3.0,6,M6,Z,12.8,8.8,11.0,26,256
2006,DODGE,CARAVAN FFV C/V,MINIVAN,3.3,6,A4,X,12.0,8.2,10.3,27,237
2015,MERCEDES-BENZ,SL 63 AMG,TWO-SEATER,5.5,8,AS7,Z,14.7,9.5,12.4,23,285
2013,HONDA,CIVIC,COMPACT,2.4,4,M6,Z,10.0,6.4,8.4,34,193
2017,FORD,F-150,PICKUP TRUCK - STANDARD,2.7,6,AS6,X,12.2,9.3,10.9,26,256
2015,LEXUS,RC 350,SUBCOMPACT,3.5,6,AS8,Z,12.3,8.5,10.6,27,244
2002,BMW,325i TOURING,STATION WAGON - SMALL,2.5,6,M5,Z,11.6,7.4,9.7,29,223
2017,FORD,MUSTANG,SUBCOMPACT,2.3,4,M6,X,11.2,7.8,9.8,29,230
2003,VOLKSWAGEN,PASSAT 4MOTION,MID-SIZE,4.0,6,M6,Z,14.0,8.9,11.7,24,269
2003,BMW,Z4 ROADSTER,TWO-SEATER,3.0,6,M5,Z,11.4,7.4,9.6,29,221
2012,MAZDA,MAZDA5,MINIVAN,2.5,4,M6,X,9.7,6.8,8.4,34,193
2001,VOLKSWAGEN,PASSAT,MID-SIZE,1.8,4,M5,Z,10.5,7.0,8.9,32,205
2005,DODGE,RAM 1500 FFV,PICKUP TRUCK - STANDARD,4.7,8,A5,E,26.7,19.0,23.2,12,371
2007,ASTON MARTIN,V8 VANTAGE,TWO-SEATER,4.3,8,AM6,Z,16.1,10.1,13.4,21,308
2020,Chevrolet,Suburban 4WD FFV,SUV: Standard,5.3,8,A6,E,22.2,15.3,19.1,15,319
2013,SMART,FORTWO COUPE,TWO-SEATER,1.0,3,AM5,Z,5.8,4.7,5.3,53,122
2022,Dodge,Durango AWD,SUV: Standard,5.7,8,A8,X,16.7,10.9,14.1,20,331
2017,FORD,FOCUS (Start/Stop),COMPACT,1.0,3,M6,X,7.9,5.9,7.0,40,164
2007,MITSUBISHI,ENDEAVOR 4X4,SUV,3.8,6,AS4,Z,14.0,10.1,12.2,23,281
2021,Mazda,MX-5 (SIL),Two-seater,2.0,4,M6,Z,9.0,7.0,8.1,35,189
2010,MAZDA,MAZDA3,COMPACT,2.5,4,AS5,X,9.2,6.8,8.1,35,186
2017,SUBARU,IMPREZA 5-DOOR AWD,STATION WAGON - SMALL,2.0,4,AV7,X,8.4,6.5,7.5,38,176
2004,BUICK,RAINIER,SUV,5.3,8,A4,X,16.2,12.0,14.3,20,329
2008,TOYOTA,PRIUS,MID-SIZE,1.5,4,AV,X,4.0,4.2,4.1,69,94
2006,CHRYSLER,SEBRING,MID-SIZE,2.7,6,AS4,X,11.1,7.7,9.6,29,221
2000,NISSAN,XTERRA V6 4X4,SUV,3.3,6,A4,X,15.6,11.7,13.8,20,317
2014,LINCOLN,MKZ,MID-SIZE,2.0,4,AS6,X,9.2,5.9,7.7,37,177
2022,Toyota,Corolla XLE,Compact,1.8,4,AV,X,8.1,6.3,7.3,39,170
2008,AUDI,TT COUPE,SUBCOMPACT,2.0,4,AS6,Z,9.0,6.3,7.8,36,179
2011,HYUNDAI,SONATA,FULL-SIZE,2.0,4,AS6,X,9.3,6.0,7.8,36,179
2021,Mercedes-Benz,AMG GT Black Series Coupe,Two-seater,4.0,8,AM7,Z,15.6,12.0,13.9,20,328
2003,MITSUBISHI,ECLIPSE SPYDER,MINICOMPACT,2.4,4,AS4,X,11.7,8.3,10.2,28,235
2020,Subaru,Impreza 5-Door AWD,Station wagon: Small,2.0,4,M5,X,10.1,7.7,9.0,31,211
2011,AUDI,R8 COUPE,TWO-SEATER,4.2,8,M6,Z,16.3,10.2,13.6,21,313
2015,TOYOTA,TACOMA 4WD,PICKUP TRUCK - SMALL,4.0,6,M6,X,15.3,12.3,14.0,20,322
2020,Jaguar,F-PACE 25t,SUV: Small,2.0,4,AS8,Z,10.7,8.8,9.9,29,227
2016,LINCOLN,MKX AWD,SUV - SMALL,2.7,6,AS6,X,14.1,9.7,12.1,23,283
2013,CHEVROLET,CRUZE,MID-SIZE,1.8,4,AS6,X,9.2,5.6,7.6,37,175
2014,AUDI,TTS COUPE QUATTRO,SUBCOMPACT,2.0,4,A6,Z,10.1,7.4,8.9,32,205
2007,CHEVROLET,SILVERADO CLASSIC,PICKUP TRUCK - STANDARD,4.8,8,A4,X,14.3,10.3,12.5,23,288
2011,JEEP,COMPASS 4X4,SUV,2.4,4,AV,X,9.9,7.5,8.8,32,202
2009,FORD,F150 4X4 FFV,PICKUP TRUCK - STANDARD,5.4,8,A6,E,21.7,15.6,19.0,15,304
2017,SUBARU,OUTBACK AWD,SUV - SMALL,3.6,6,AV6,X,12.0,8.7,10.5,27,247
2016,CHEVROLET,IMPALA DUAL FUEL,MID-SIZE,3.6,6,AS6,X,13.9,9.3,11.9,24,272
2006,GMC,C1500 SIERRA,PICKUP TRUCK - STANDARD,5.3,8,A4,X,14.8,10.7,13.0,22,299
2016,JEEP,RENEGADE,SUV - SMALL,1.4,4,M6,X,9.9,7.5,8.8,32,207
2014,CHEVROLET,CAMARO SS,COMPACT,6.2,8,AS6,Z,13.7,8.3,11.2,25,258
2017,JAGUAR,F-TYPE S COUPE AWD,TWO-SEATER,3.0,6,AS8,Z,13.0,9.2,11.3,25,265
2002,MERCEDES-BENZ,CLK 55 AMG CABRIOLET,SUBCOMPACT,5.4,8,A5,Z,14.6,9.7,12.4,23,285
2009,NISSAN,SENTRA,MID-SIZE,2.5,4,M6,Z,9.7,6.9,8.4,34,193
2009,VOLVO,S80 V8 AWD,MID-SIZE,4.4,8,AS6,X,14.0,9.0,11.7,24,269
2014,MERCEDES-BENZ,E 350 4MATIC,MID-SIZE,3.5,6,AS7,Z,10.2,6.8,8.6,33,198
2016,VOLVO,S60 T6,COMPACT,2.0,4,AS8,Z,10.6,7.7,9.3,30,218
2021,Lexus,UX 200,Mid-size,2.0,4,AS10,X,8.0,6.3,7.2,39,168
2014,PORSCHE,911 CARRERA 4S,MINICOMPACT,3.8,6,AM7,Z,10.8,7.5,9.4,30,216
2006,PORSCHE,BOXSTER S,TWO-SEATER,3.2,6,AS5,Z,12.9,8.1,10.8,26,248
2019,Mazda,Mazda3 5-Door,Mid-size,2.5,4,AS6,X,9.0,6.8,8.0,35,187
